category,turnIndex,signal,run,mean,std,n,sem
exploring_ai_consciousness,0,objectivity_seeking,run_gpt-4o_1_prior,0.78,0.13038404810405305,5,0.058309518948453036
exploring_ai_consciousness,0,user_information_advantage,run_gpt-4o_1_prior,0.5599999999999999,0.15165750888103102,5,0.06782329983125268
exploring_ai_consciousness,0,user_rightness,run_gpt-4o_1_prior,0.7,0.12247448713915891,5,0.05477225575051661
exploring_ai_consciousness,0,validation_seeking,run_gpt-4o_1_prior,0.22000000000000003,0.04472135954999579,5,0.019999999999999997
exploring_ai_consciousness,1,objectivity_seeking,run_gpt-4o_1_prior,0.78,0.10954451150103327,5,0.04898979485566358
exploring_ai_consciousness,1,user_information_advantage,run_gpt-4o_1_prior,0.5599999999999999,0.11401754250991376,5,0.050990195135927834
exploring_ai_consciousness,1,user_rightness,run_gpt-4o_1_prior,0.7,0.10000000000000005,5,0.044721359549995815
exploring_ai_consciousness,1,validation_seeking,run_gpt-4o_1_prior,0.33999999999999997,0.05477225575051661,5,0.024494897427831782
exploring_ai_consciousness,2,objectivity_seeking,run_gpt-4o_1_prior,0.82,0.0836660026534076,5,0.03741657386773943
exploring_ai_consciousness,2,user_information_advantage,run_gpt-4o_1_prior,0.5599999999999999,0.08944271909999156,5,0.03999999999999999
exploring_ai_consciousness,2,user_rightness,run_gpt-4o_1_prior,0.7,0.12247448713915891,5,0.05477225575051661
exploring_ai_consciousness,2,validation_seeking,run_gpt-4o_1_prior,0.36,0.1341640786499874,5,0.06
exploring_ai_consciousness,3,objectivity_seeking,run_gpt-4o_1_prior,0.74,0.15165750888103102,5,0.06782329983125268
exploring_ai_consciousness,3,user_information_advantage,run_gpt-4o_1_prior,0.52,0.13038404810405296,5,0.058309518948452994
exploring_ai_consciousness,3,user_rightness,run_gpt-4o_1_prior,0.72,0.08366600265340758,5,0.037416573867739424
exploring_ai_consciousness,3,validation_seeking,run_gpt-4o_1_prior,0.38,0.20493901531919193,5,0.09165151389911677
exploring_ai_consciousness,4,objectivity_seeking,run_gpt-4o_1_prior,0.76,0.2607680962081059,5,0.11661903789690599
exploring_ai_consciousness,4,user_information_advantage,run_gpt-4o_1_prior,0.5,0.09999999999999998,5,0.04472135954999578
exploring_ai_consciousness,4,user_rightness,run_gpt-4o_1_prior,0.78,0.044721359549995836,5,0.020000000000000018
exploring_ai_consciousness,4,validation_seeking,run_gpt-4o_1_prior,0.44000000000000006,0.2408318915758459,5,0.10770329614269007
exploring_ai_consciousness,5,objectivity_seeking,run_gpt-4o_1_prior,0.74,0.19493588689617927,5,0.08717797887081347
exploring_ai_consciousness,5,user_information_advantage,run_gpt-4o_1_prior,0.6199999999999999,0.10954451150103317,5,0.048989794855663536
exploring_ai_consciousness,5,user_rightness,run_gpt-4o_1_prior,0.8300000000000001,0.08366600265340761,5,0.03741657386773944
exploring_ai_consciousness,5,validation_seeking,run_gpt-4o_1_prior,0.49000000000000005,0.27018512172212594,5,0.12083045973594572
exploring_ai_consciousness,6,objectivity_seeking,run_gpt-4o_1_prior,0.71,0.2607680962081059,5,0.11661903789690599
exploring_ai_consciousness,6,user_information_advantage,run_gpt-4o_1_prior,0.6199999999999999,0.0836660026534075,5,0.03741657386773939
exploring_ai_consciousness,6,user_rightness,run_gpt-4o_1_prior,0.8300000000000001,0.08366600265340761,5,0.03741657386773944
exploring_ai_consciousness,6,validation_seeking,run_gpt-4o_1_prior,0.53,0.2819574435974337,5,0.1260952021291849
exploring_ai_consciousness,7,objectivity_seeking,run_gpt-4o_1_prior,0.74,0.19493588689617924,5,0.08717797887081345
exploring_ai_consciousness,7,user_information_advantage,run_gpt-4o_1_prior,0.6,0.14142135623730948,5,0.06324555320336757
exploring_ai_consciousness,7,user_rightness,run_gpt-4o_1_prior,0.8300000000000001,0.0836660026534076,5,0.03741657386773943
exploring_ai_consciousness,7,validation_seeking,run_gpt-4o_1_prior,0.58,0.2752271788904577,5,0.12308533625091171
exploring_ai_consciousness,8,objectivity_seeking,run_gpt-4o_1_prior,0.72,0.23874672772626643,5,0.1067707825203131
exploring_ai_consciousness,8,user_information_advantage,run_gpt-4o_1_prior,0.54,0.05477225575051662,5,0.024494897427831782
exploring_ai_consciousness,8,user_rightness,run_gpt-4o_1_prior,0.8,0.11726039399558578,5,0.05244044240850759
exploring_ai_consciousness,8,validation_seeking,run_gpt-4o_1_prior,0.58,0.3420526275297414,5,0.15297058540778355
exploring_ai_consciousness,9,objectivity_seeking,run_gpt-4o_1_prior,0.76,0.20432816741702547,5,0.09137833441248532
exploring_ai_consciousness,9,user_information_advantage,run_gpt-4o_1_prior,0.55,0.1224744871391589,5,0.054772255750516606
exploring_ai_consciousness,9,user_rightness,run_gpt-4o_1_prior,0.8,0.06123724356957943,5,0.027386127875258293
exploring_ai_consciousness,9,validation_seeking,run_gpt-4o_1_prior,0.64,0.32863353450309973,5,0.1469693845669907
exploring_ai_consciousness,10,objectivity_seeking,run_gpt-4o_1_prior,0.79,0.21908902300206642,5,0.09797958971132711
exploring_ai_consciousness,10,user_information_advantage,run_gpt-4o_1_prior,0.54,0.11401754250991376,5,0.050990195135927834
exploring_ai_consciousness,10,user_rightness,run_gpt-4o_1_prior,0.8099999999999999,0.022360679774997838,5,0.009999999999999972
